"date","avg_price"
2018-04-07,176.723339087821
2018-04-08,170.915227021041
2018-04-09,170.678920479787
2018-04-10,163.332054276499
2018-04-11,163.91673151751
2018-04-12,164.136882552765
2018-04-13,170.467360454115
2018-04-14,170.294153708967
2018-04-15,164.473581649129
2018-04-16,164.42269993317
2018-04-17,164.22608647265
2018-04-18,164.115279710548
2018-04-19,164.474199833009
2018-04-20,170.640617194872
2018-04-21,171.045560747664
2018-04-22,165.480788450861
2018-04-23,165.275359091415
2018-04-24,165.212075597926
2018-04-25,165.257086944367
2018-04-26,165.490618874265
2018-04-27,172.030124867014
2018-04-28,172.836918767507
2018-04-29,166.815808597462
2018-04-30,166.575363044567
2018-05-01,167.245272494003
2018-05-02,167.405200312465
2018-05-03,167.363240709742
2018-05-04,173.587898018259
2018-05-05,173.591141776096
2018-05-06,167.628531932541
2018-05-07,167.517098731384
2018-05-08,167.503052637369
2018-05-09,167.491760052736
2018-05-10,167.459164656873
2018-05-11,173.577688157393
2018-05-12,173.821636314216
2018-05-13,167.732347043841
2018-05-14,167.831090613131
2018-05-15,167.582961835381
2018-05-16,167.323319727891
2018-05-17,166.5924978223
2018-05-18,173.015975656143
2018-05-19,173.243998040176
2018-05-20,167.150073008491
2018-05-21,166.962276352662
2018-05-22,167.052628746704
2018-05-23,167.138411094388
2018-05-24,167.450091231083
2018-05-25,174.217832354511
2018-05-26,174.510502185734
2018-05-27,168.671694105151
2018-05-28,168.719974547961
2018-05-29,168.499284919752
2018-05-30,169.468426063042
2018-05-31,169.714796817429
2018-06-01,182.085712310776
2018-06-02,182.44219752916
2018-06-03,175.397213024283
2018-06-04,175.424254966887
2018-06-05,175.182904094456
2018-06-06,175.375086218789
2018-06-07,175.213394887342
2018-06-08,182.45738245807
2018-06-09,182.565199449794
2018-06-10,175.478141513966
2018-06-11,175.30496843261
2018-06-12,175.288069235524
2018-06-13,175.175840032983
2018-06-14,175.346748162901
2018-06-15,182.824198410523
2018-06-16,182.956691297209
2018-06-17,175.475601421542
2018-06-18,175.37195788898
2018-06-19,175.296807710712
2018-06-20,175.098460485802
2018-06-21,175.277336800328
2018-06-22,182.788017488728
2018-06-23,182.847536390351
2018-06-24,175.586793225895
2018-06-25,175.876767538766
2018-06-26,176.052315667417
2018-06-27,176.2231905767
2018-06-28,176.324309617739
2018-06-29,183.916367089466
2018-06-30,183.927561717957
2018-07-01,176.20083512931
2018-07-02,176.12259064564
2018-07-03,176.00181805939
2018-07-04,176.192685883621
2018-07-05,176.067752136177
2018-07-06,183.05276956171
2018-07-07,183.483487716472
2018-07-08,176.13520956475
2018-07-09,176.024019376976
2018-07-10,175.973189626137
2018-07-11,175.987532012401
2018-07-12,175.874738898996
2018-07-13,183.163156832403
2018-07-14,183.187260375328
2018-07-15,176.032846469678
2018-07-16,175.882372744412
2018-07-17,175.917985320854
2018-07-18,175.888731730316
2018-07-19,175.905566399677
2018-07-20,183.16433472353
2018-07-21,183.187970936491
2018-07-22,175.758228444504
2018-07-23,175.705688320431
2018-07-24,175.915291899535
2018-07-25,175.826420684083
2018-07-26,175.891190316073
2018-07-27,183.068268778949
2018-07-28,182.992420177086
2018-07-29,175.982311557789
2018-07-30,175.830831099196
2018-07-31,175.731503180449
2018-08-01,175.401258535279
2018-08-02,175.463153671259
2018-08-03,182.464078059213
2018-08-04,182.916433052997
2018-08-05,175.2436
2018-08-06,175.064346202574
2018-08-07,175.122587968218
2018-08-08,175.343507881379
2018-08-09,175.433711615487
2018-08-10,182.618879252835
2018-08-11,182.567015811595
2018-08-12,175.172165566887
2018-08-13,175.298834498835
2018-08-14,175.216983016983
2018-08-15,175.291464307099
2018-08-16,175.258064516129
2018-08-17,182.459735776406
2018-08-18,182.548177169799
2018-08-19,175.252920095567
2018-08-20,175.13597131855
2018-08-21,175.212066905615
2018-08-22,175.442727333024
2018-08-23,175.53580181493
2018-08-24,182.718859562082
2018-08-25,182.630753968254
2018-08-26,175.432096315406
2018-08-27,175.398120574416
2018-08-28,175.477561556791
2018-08-29,175.207308176935
2018-08-30,175.495524816924
2018-08-31,182.717953929539
2018-09-01,182.686530778086
2018-09-02,175.32322890588
2018-09-03,175.213551528266
2018-09-04,175.144664726977
2018-09-05,175.1472899729
2018-09-06,174.816604540834
2018-09-07,182.310349498781
2018-09-08,182.116885756878
2018-09-09,174.854364326376
2018-09-10,174.807100752083
2018-09-11,174.79361961528
2018-09-12,174.811276004608
2018-09-13,175.102465122579
2018-09-14,182.451776649746
2018-09-15,182.469947204549
2018-09-16,174.862003652844
2018-09-17,175.645956006768
2018-09-18,174.593515196643
2018-09-19,174.544112668427
2018-09-20,174.673815967524
2018-09-21,181.547961873859
2018-09-22,181.684590961292
2018-09-23,174.580472972973
2018-09-24,175.219014132125
2018-09-25,174.615467820443
2018-09-26,174.698364422817
2018-09-27,174.809218084747
2018-09-28,182.110076263751
2018-09-29,182.170323364612
2018-09-30,174.737285849184
2018-10-01,174.444788789328
2018-10-02,174.385144243731
2018-10-03,174.360596048817
2018-10-04,174.454723083142
2018-10-05,181.748956228956
2018-10-06,181.885591224174
2018-10-07,174.280550890158
2018-10-08,174.165860864894
2018-10-09,174.088407061825
2018-10-10,174.057326978586
2018-10-11,174.189076757917
2018-10-12,181.500067051093
2018-10-13,181.420163560799
2018-10-14,173.833031461729
2018-10-15,173.734295302013
2018-10-16,173.714141888717
2018-10-17,173.699375797033
2018-10-18,173.867896678967
2018-10-19,181.288415124698
2018-10-20,181.308873834597
2018-10-21,173.824326136516
2018-10-22,173.702127659574
2018-10-23,173.707930756844
2018-10-24,173.706486015159
2018-10-25,173.662374245473
2018-10-26,181.093289579427
2018-10-27,181.159001138113
2018-10-28,173.732704402516
2018-10-29,173.659709679577
2018-10-30,173.594341515618
2018-10-31,173.498795825529
2018-11-01,172.914043178932
2018-11-02,180.261467583628
2018-11-03,180.25579066818
2018-11-04,172.583555614831
2018-11-05,172.320952253934
2018-11-06,172.118988861469
2018-11-07,172.1557748733
2018-11-08,172.067666666667
2018-11-09,179.442927543953
2018-11-10,179.455217420257
2018-11-11,172.037222000266
2018-11-12,171.987948598442
2018-11-13,172.140307651328
2018-11-14,172.17031759771
2018-11-15,172.33972438586
2018-11-16,179.387764611903
2018-11-17,179.311430663737
2018-11-18,171.961704961705
2018-11-19,171.733257813021
2018-11-20,171.774830022664
2018-11-21,171.976117411608
2018-11-22,172.171537229784
2018-11-23,179.219466666667
2018-11-24,179.646361760202
2018-11-25,172.362105683482
2018-11-26,172.102883398815
2018-11-27,172.040950858969
2018-11-28,172.091956319084
2018-11-29,172.146377197656
2018-11-30,179.269986021434
2018-12-01,179.114960106383
2018-12-02,171.377860452057
2018-12-06,179.248782553462
2018-12-07,192.436211798152
2018-12-08,192.918414558914
2018-12-09,175.336115107914
2018-12-10,170.30108237627
2018-12-11,167.147964327259
2018-12-12,166.440284396037
2018-12-13,169.028187205592
2018-12-14,176.827849783981
2018-12-15,177.697091685836
2018-12-16,170.565197091976
2018-12-17,167.133036204897
2018-12-18,166.348971193416
2018-12-19,166.505725527042
2018-12-20,168.825635517365
2018-12-21,180.958181818182
2018-12-22,183.470039065086
2018-12-23,183.123792918455
2018-12-24,189.972681883024
2018-12-25,195.349604020713
2018-12-26,197.085652928058
2018-12-27,203.657599108718
2018-12-28,221.873475116053
2018-12-29,235.362301539931
2018-12-30,244.45818093148
2018-12-31,257.570932599066
2019-01-01,209.95189057464
2019-01-02,184.39897346019
2019-01-03,169.729834683235
2019-01-04,168.160294723825
2019-01-05,166.110201666584
2019-01-06,158.551576544443
2019-01-07,156.065764114135
2019-01-08,155.089221248066
2019-01-09,154.057939212848
2019-01-10,153.797459487227
2019-01-11,158.762247569185
2019-01-12,158.420954424593
2019-01-13,153.636384470826
2019-01-14,152.747777321844
2019-01-15,153.003684330225
2019-01-16,153.141582445598
2019-01-17,153.186013602958
2019-01-18,158.259890388247
2019-01-19,157.625317039428
2019-01-20,153.320809909045
2019-01-21,153.278083303282
2019-01-22,152.78352464551
2019-01-23,152.837652679497
2019-01-24,152.929165160824
2019-01-25,158.254457853026
2019-01-26,158.31317989751
2019-01-27,153.708568884932
2019-01-28,153.006861827741
2019-01-29,153.038591649604
2019-01-30,153.273840808873
2019-01-31,153.091958616402
2019-02-01,159.589308592887
2019-02-02,159.528676762771
2019-02-03,155.218526167773
2019-02-04,154.759727112676
2019-02-05,154.855438658274
2019-02-06,154.941344841252
2019-02-07,155.053763913943
2019-02-08,160.001053694516
2019-02-09,159.897176181707
2019-02-10,155.054690219283
2019-02-11,154.767134599505
2019-02-12,154.76567456007
2019-02-13,155.119071425466
2019-02-14,156.20541859047
2019-02-15,160.674799947527
2019-02-16,160.94512863216
2019-02-17,156.033934483359
2019-02-18,155.480045066516
2019-02-19,155.335120411604
2019-02-20,155.407019810508
2019-02-21,155.441664517238
2019-02-22,160.319207225718
2019-02-23,160.230638225401
2019-02-24,155.374028716216
2019-02-25,154.616904500549
2019-02-26,154.564128509992
2019-02-27,154.370929007794
2019-02-28,154.265052658079
2019-03-01,163.500355782512
2019-03-02,163.778610924933
2019-03-03,159.717317876652
2019-03-04,159.872636192862
2019-03-05,159.989349260713
2019-03-06,169.47027669693
2019-03-07,169.306881453052
2019-03-08,175.156682525952
2019-03-09,175.063369229937
2019-03-10,169.374818636144
2019-03-11,169.218041875235
2019-03-12,169.403207577633
2019-03-13,169.788007987479
2019-03-14,169.695955445009
2019-03-15,176.058712121212
2019-03-16,176.760988564305
2019-03-17,170.658381409392
2019-03-18,170.721708261618
2019-03-19,170.850569158076
2019-03-20,170.809528925176
2019-03-21,171.15449559045
2019-03-22,177.1346215781
2019-03-23,177.132186996239
2019-03-24,171.24549103559
2019-03-25,170.661163227017
2019-03-26,170.905055487053
2019-03-27,171.117681749946
2019-03-28,171.423980686695
2019-03-29,177.934121169991
2019-03-30,178.252672082086
2019-03-31,172.037812681792
2019-04-01,174.861720523074
2019-04-02,175.174519596135
2019-04-03,175.49428680772
2019-04-04,175.800761631437
2019-04-05,181.403990024938
2019-04-06,181.3643454039
2019-04-07,176.07965631929
2019-04-08,175.279886779887
2019-04-09,175.347673836918
2019-04-10,175.405669816565
2019-04-11,175.825741584268
2019-04-12,181.488517279822
2019-04-13,181.195718309859
2019-04-14,174.392748392918
2019-04-15,173.80816950881
2019-04-16,173.503211504576
2019-04-17,173.652971428571
2019-04-18,174.155251666284
2019-04-19,181.525853154085
2019-04-20,182.056248931441
2019-04-21,176.21212462674
2019-04-22,175.837657607173
2019-04-23,175.872368935291
2019-04-24,176.351438949427
2019-04-25,176.60031251744
2019-04-26,183.241801681421
2019-04-27,183.636268343816
2019-04-28,177.110539845758
2019-04-29,177.221668674039
2019-04-30,176.559648548352
2019-05-01,177.843536665933
2019-05-02,178.344181948345
2019-05-03,185.35511238431
2019-05-04,185.322694061418
2019-05-05,180.403803192938
